Account Name,Security,Trade Date,Total Buy Qty,Total Sell Qty,Shares Traded,Long Realized PnL,Short Realized PnL,Long Unrealized PnL,Short Unrealized PnL,Realized PnL Gross,Realized PnL (with Commissions),Unrealized Cummulative,Unrealized Changed (Day Wise),Buy Exposure,Sell Exposure,GMV,NMV,Buy Average price,Sell Average price,Close price,Exposure
model11,AFL,9/2/14 0:00,0,273,0,0,0,0,1.82,0,0,1.82,-5.46,0,-16723.98,16723.98,-16723.98,0,61.26666667,61.26,16723.98
model11,AFL,9/3/14 15:59,273,273,273,0,46.87,0,0,46.87,46.22,0,0,0,0,0,0,0,0,61.08,0
model11,AFL,9/4/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.24,0
model11,AFL,9/5/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.46,0
model11,AFL,9/8/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.05,0
model11,AFL,9/9/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.52,0
model11,AFL,9/10/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.84,0
model11,AFL,9/11/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.79,0
model11,AFL,9/12/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.79,0
model11,AFL,9/15/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.84,0
model11,AFL,9/16/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.94,0
model11,AFL,9/17/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33,0
model11,AFL,9/18/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.69,0
model11,AFL,9/19/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,0
model11,AFL,9/22/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.54,0
model11,AFL,9/23/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.86,0
model11,AFL,9/24/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.62,0
model11,AFL,9/25/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.08,0
model11,AFL,9/26/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,0
model11,AFL,9/29/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.47,0
model11,AFL,9/30/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.25,0
model11,AFL,10/1/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.56,0
model11,AFL,10/2/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.67,0
model11,AFL,10/3/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.84,0
model11,AFL,10/6/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8,0
model11,AFL,10/7/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.08,0
model11,AFL,10/8/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8,0
model11,AFL,10/9/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.93,0
model11,AFL,10/10/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.52,0
model11,AFL,10/13/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
model11,AFL,10/14/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.84,0
model11,AFL,10/15/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,0
model11,AFL,10/16/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.86,0
model11,AFL,10/17/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.01,0
model11,AFL,10/20/14 15:59,0,26,26,0,0,0,-0.26,0,0,-0.26,-0.26,0,-1487.72,1487.72,-1487.72,0,57.21,57.22,1487.72
model11,AFL,10/21/14 15:59,0,78,52,0,0,0,-26,0,0,-26,-25.74,0,-4537.26,4537.26,-4537.26,0,57.83666667,58.17,4537.26
model11,AFL,10/22/14 0:00,0,78,0,0,0,0,12.22,0,0,12.22,38.22,0,-4499.04,4499.04,-4499.04,0,57.83666667,57.68,4499.04
model11,AFL,10/23/14 0:00,0,78,0,0,0,0,-18.98,0,0,-18.98,-31.2,0,-4530.24,4530.24,-4530.24,0,57.83666667,58.08,4530.24
model11,AFL,10/24/14 15:59,0,156,78,0,0,0,-55.25,0,0,-55.25,-36.27,0,-9132.24,9132.24,-9132.24,0,58.18583333,58.54,9132.24
model11,AFL,10/27/14 15:59,0,260,104,0,0,0,-89.57,0,0,-89.57,-34.32,0,-15275,15275,-15275,0,58.4055,58.75,15275
