Account Name,Security,Trade Date,Total Buy Qty,Total Sell Qty,Shares Traded,Long Realized PnL,Short Realized PnL,Long Unrealized PnL,Short Unrealized PnL,Realized PnL Gross,Realized PnL (with Commissions),Unrealized Cummulative,Unrealized Changed (Day Wise),Buy Exposure,Sell Exposure,GMV,NMV,Buy Average price,Sell Average price,Close price,Exposure
model9,ADBE,9/2/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.1,0
model9,ADBE,9/3/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.43,0
model9,ADBE,9/4/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.46,0
model9,ADBE,9/5/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.13,0
model9,ADBE,9/8/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.39,0
model9,ADBE,9/9/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.42,0
model9,ADBE,9/10/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.33,0
model9,ADBE,9/11/14 15:59,69,0,69,0,0,0,0,0,0,0,0,4996.98,0,4996.98,4996.98,72.42,0,72.42,4996.98
model9,ADBE,9/12/14 15:59,207,0,138,0,0,-99.36,0,0,0,-99.36,-99.36,14692.86,0,14692.86,14692.86,71.46,0,70.98,14692.86
model9,ADBE,9/15/14 15:59,414,0,207,0,0,-246.33,0,0,0,-246.33,-146.97,29091.78,0,29091.78,29091.78,70.865,0,70.27,29091.78
model9,ADBE,9/16/14 15:59,690,0,276,0,0,-64.17,0,0,0,-64.17,182.16,48803.7,0,48803.7,48803.7,70.823,0,70.73,48803.7
model9,ADBE,9/17/14 0:00,690,0,0,0,0,-2430.87,0,0,0,-2430.87,-2366.7,46437,0,46437,46437,70.823,0,67.3,46437
model9,ADBE,9/18/14 0:00,690,0,0,0,0,-2009.97,0,0,0,-2009.97,420.9,46857.9,0,46857.9,46857.9,70.823,0,67.91,46857.9
model9,ADBE,9/19/14 0:00,690,0,0,0,0,-2679.27,0,0,0,-2679.27,-669.3,46188.6,0,46188.6,46188.6,70.823,0,66.94,46188.6
model9,ADBE,9/22/14 0:00,690,0,0,0,0,-2499.87,0,0,0,-2499.87,179.4,46368,0,46368,46368,70.823,0,67.2,46368
model9,ADBE,9/23/14 15:59,690,690,690,-2092.77,0,0,0,-2092.77,-2095.05,0,0,0,0,0,0,0,0,67.79,0
model9,ADBE,9/24/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.03,0
model9,ADBE,9/25/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.71,0
model9,ADBE,9/26/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.36,0
model9,ADBE,9/29/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.22,0
model9,ADBE,9/30/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.19,0
model9,ADBE,10/1/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.54,0
model9,ADBE,10/2/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.06,0
model9,ADBE,10/3/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,0
model9,ADBE,10/6/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.67,0
model9,ADBE,10/7/14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.96,0
